"name","pos","sourceName","season","positionRank","overallRank","points","passAtt","passComp","passIncomp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","fumbles","dstYdsAllowed","dstSack","dstSafety","dstInt","dstFumlRec","dstFumlForce","dstTd","fg","fgAtt","xp"
"ANDREWLUCK","QB",NA,2015,14,91,9.998,39,22.5,16.5,230,1.7,1.4,4,18.3,0.1,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BENROETHLISBERGER","QB",NA,2015,15,92,9.996,34.1,22.4,11.7,264,1.9,0.7,1.3,2.6,0,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONTEMONCRIEF","WR",NA,2015,37,93,9.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,38.6,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUSTINSEFERIANJENKINS","TE",NA,2015,9,94,9.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,49.5,0.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYLEREIFERT","TE","espn",2015,12,98,9.95,0,0,0,0,0,0,0,0,0,3.2,37.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEONARDHANKERSON","WR","espn",2015,39,99,9.94,0,0,0,0,0,0,0,0,0,3.6,45.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAMMYWATKINS","WR",NA,2015,38,95,9.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40.3,0.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BENJAMINWATSON","TE","espn",2015,13,100,9.92,0,0,0,0,0,0,0,0,0,3.5,40.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREJOHNSON","WR","espn",2015,40,101,9.9,0,0,0,0,0,0,0,0,0,3.6,45,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RASHADJENNINGS","RB",NA,2015,34,96,9.89,NA,NA,NA,NA,NA,NA,9.6,35.7,0.2,2.5,22.2,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISTHOMPSON","RB","espn",2015,27,102,9.88,0,0,0,0,0,0,2.9,12.6,0.1,3.8,36.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VERNONDAVIS","TE","espn",2015,14,103,9.88,0,0,0,0,0,0,0,0,0,3.5,45.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLAINEGABBERT","QB","espn",2015,23,104,9.87,34.1,20.9,13.2,241,1,1,2,5.9,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEATHMILLER","TE","espn",2015,15,105,9.87,0,0,0,0,0,0,0,0,0,3.8,42.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTWOODS","WR","espn",2015,41,106,9.87,0,0,0,0,0,0,0.3,2,0,3.3,45.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEREKCARR","QB",NA,2015,16,97,9.856,38.9,24.7,14.2,257,1.4,0.8,1.5,5.2,0,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEREKCARR","QB","espn",2015,24,107,9.846,38.3,24,14.3,256.8,1.6,0.9,1.7,4.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARRENSPROLES","RB",NA,2015,35,98,9.77,NA,NA,NA,NA,NA,NA,5,21,0.2,3.6,29.7,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARQUESCOLSTON","WR",NA,2015,39,99,9.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,48.4,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AARONRODGERS","QB",NA,2015,17,100,9.73,31.1,20.7,10.4,207,1.5,0.7,3.7,22.9,0,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCUSMARIOTA","QB",NA,2015,18,101,9.722,26.8,17.2,9.6,219,1.3,0.8,2,20.1,0,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEXTERMCCLUSTER","RB","espn",2015,28,108,9.71,0,0,0,0,0,0,6.7,31.7,0.1,2.8,25.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEXTERMCCLUSTER","WR","espn",2015,42,109,9.71,0,0,0,0,0,0,6.7,31.7,0.1,2.8,25.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTONIOANDREWS","RB","espn",2015,29,110,9.7,0,0,0,0,0,0,12.2,53,0.4,1.1,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDANCAMERON","TE","espn",2015,16,111,9.67,0,0,0,0,0,0,0,0,0,3.6,42.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TEDGINN","WR","espn",2015,43,112,9.59,0,0,0,0,0,0,0.3,1.9,0,3.2,44,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANNYAMENDOLA","WR",NA,2015,40,102,9.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,42.7,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TEDDYBRIDGEWATER","QB",NA,2015,19,103,9.568,30.1,21,9.1,224,1.2,0.9,3,11.6,0.1,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACOBTAMME","TE","espn",2015,17,113,9.48,0,0,0,0,0,0,0,0,0,3.6,40.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHARLESCLAY","TE",NA,2015,10,104,9.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,39.6,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREJOHNSON","WR",NA,2015,41,105,9.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,40.3,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JASONWITTEN","TE","espn",2015,18,114,9.39,0,0,0,0,0,0,0,0,0,3.8,43.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHARLESCLAY","TE","espn",2015,19,115,9.38,0,0,0,0,0,0,0,0,0,3.6,39.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RICHARDRODGERS","TE","espn",2015,20,116,9.36,0,0,0,0,0,0,0,0,0,3.3,36.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BILALPOWELL","RB","espn",2015,30,117,9.34,0,0,0,0,0,0,6.2,24.2,0.1,3.2,25.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTCASSEL","QB","espn",2015,25,118,9.328,31.6,19.5,12.1,225.2,1,1.2,2.9,8.8,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RODDYWHITE","WR",NA,2015,42,106,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,45,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLAKEBORTLES","QB",NA,2015,20,107,9.288,36.1,20.2,15.9,221,1.2,1.4,3.2,19,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DUKEJOHNSON","RB","espn",2015,31,119,9.28,0,0,0,0,0,0,5.7,24.7,0.1,3,26.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNNYMANZIEL","QB",NA,2015,21,108,9.266,33.8,18.8,15,218,0.9,1.1,2.3,12.1,0.1,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJANDERSON","RB","espn",2015,32,120,9.22,0,0,0,0,0,0,10.1,41.5,0.3,1.8,14.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TORREYSMITH","WR",NA,2015,43,109,9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,51.8,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKEWALLACE","WR","espn",2015,44,121,9.17,0,0,0,0,0,0,0,0,0,3.4,51.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHANEVEREEN","RB","espn",2015,33,122,9.17,0,0,0,0,0,0,4.7,18.4,0.1,2.8,27.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERRANCEWILLIAMS","WR",NA,2015,44,110,9.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,43.6,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARRYDOUGLAS","WR","espn",2015,45,123,9.13,0,0,0,0,0,0,0.2,1.5,0,3.2,39.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAYLORGABRIEL","WR","espn",2015,46,124,9.11,0,0,0,0,0,0,0,0,0,3.4,45.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINHUNTER","WR","espn",2015,47,125,9.08,0,0,0,0,0,0,0,0,0,2.9,43.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKUSWHEATON","WR","espn",2015,48,126,9.07,0,0,0,0,0,0,0.1,0.8,0,3.2,45.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BENJAMINWATSON","TE",NA,2015,11,111,9.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,40.5,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COBYFLEENER","TE","espn",2015,21,127,9.05,0,0,0,0,0,0,0,0,0,3.3,39.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KIRKCOUSINS","QB",NA,2015,22,112,8.976,34.1,21.2,12.9,232,0.9,1.6,1,2.6,0.2,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANTANNEHILL","QB",NA,2015,23,113,8.968,34.5,22.3,12.2,231,1.2,1.2,2.2,10.8,0,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARRENSPROLES","RB","espn",2015,34,128,8.79,0,0,0,0,0,0,3.7,17.5,0.1,3.2,26.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MALCOMFLOYD","WR",NA,2015,45,114,8.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,45.9,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JULIUSTHOMAS","TE",NA,2015,12,115,8.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,35.6,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLAINEGABBERT","QB",NA,2015,24,116,8.754,30.1,17.8,12.3,212,1.1,1,3,14.3,0,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONTRELLEINMAN","WR","espn",2015,49,129,8.71,0,0,0,0,0,0,0,0,0,2.8,41.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARQUESSWILSON","WR",NA,2015,46,117,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,45,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARQUESCOLSTON","WR","espn",2015,50,130,8.64,0,0,0,0,0,0,0,0,0,2.9,39.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HEATHMILLER","TE",NA,2015,13,118,8.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,37.8,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRAVISBENJAMIN","WR",NA,2015,47,119,8.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,44.4,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RISHARDMATTHEWS","WR",NA,2015,48,120,8.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,36.5,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LADARIUSGREEN","TE",NA,2015,14,121,8.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,33.9,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAVONAUSTIN","WR","espn",2015,51,131,8.33,0,0,0,0,0,0,1.6,12.6,0,3.1,33.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMERONMEREDITH","WR",NA,2015,49,122,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,39.2,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIERRETHOMAS","RB",NA,2015,36,123,8.28,NA,NA,NA,NA,NA,NA,6.2,25.8,0.1,2.6,20,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NICKFOLES","QB","espn",2015,26,132,8.258,29.2,16.7,12.5,187.4,0.8,0.6,1.8,7.3,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DELANIEWALKER","TE",NA,2015,15,124,8.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,39.1,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COBYFLEENER","TE",NA,2015,16,125,8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,34.3,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMISONCROWDER","WR","espn",2015,52,133,7.99,0,0,0,0,0,0,0.2,1.5,0,3.4,38.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NICKFOLES","QB",NA,2015,25,126,7.92,28.9,18.3,10.6,196,1,1,2.2,6.4,0.1,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISAIAHCROWELL","RB",NA,2015,37,127,7.85,NA,NA,NA,NA,NA,NA,9.5,41.4,0.2,0.9,11.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GARRETTCELEK","TE","espn",2015,22,134,7.84,0,0,0,0,0,0,0,0,0,3.2,34.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEXTERMCCLUSTER","RB",NA,2015,38,128,7.82,NA,NA,NA,NA,NA,NA,4.5,20.9,0.1,2.4,22.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERRANCEWILLIAMS","WR","espn",2015,53,135,7.82,0,0,0,0,0,0,0,0,0,2.7,39.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DORIALGREENBECKHAM","WR","espn",2015,54,136,7.79,0,0,0,0,0,0,0,0,0,2.4,35.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARQUESSWILSON","WR","espn",2015,55,137,7.79,0,0,0,0,0,0,0,0,0,2.9,36.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANMATHEWS","RB","espn",2015,35,138,7.74,0,0,0,0,0,0,7.1,33.7,0.2,1.8,13.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISHOGAN","WR",NA,2015,50,129,7.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,31.9,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALFREDMORRIS","RB",NA,2015,39,130,7.68,NA,NA,NA,NA,NA,NA,12.3,47.7,0.2,1.1,7.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RASHADJENNINGS","RB","espn",2015,36,139,7.66,0,0,0,0,0,0,8.6,31.7,0.2,1.5,11.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISTHOMPSON","RB",NA,2015,40,131,7.63,NA,NA,NA,NA,NA,NA,2.7,10.7,0.1,2.8,20.6,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DORIALGREENBECKHAM","WR",NA,2015,51,132,7.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,31.8,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAVANTEADAMS","WR",NA,2015,52,133,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,32.5,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTONESMITH","RB","espn",2015,37,140,7.53,0,0,0,0,0,0,6.9,37.5,0.2,1.4,11.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAVONAUSTIN","WR",NA,2015,53,134,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,28.8,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NELSONAGHOLOR","WR","espn",2015,56,141,7.45,0,0,0,0,0,0,0,0,0,2.6,36.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHAUNDRAUGHN","RB",NA,2015,41,135,7.44,NA,NA,NA,NA,NA,NA,6.9,27.2,0.1,2,16.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRYANWALTERS","WR","espn",2015,57,142,7.43,0,0,0,0,0,0,0,0,0,3.1,37.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHAUNDRAUGHN","RB","espn",2015,38,143,7.43,0,0,0,0,0,0,9,29.2,0.3,1.5,12.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTJONES","RB","espn",2015,39,144,7.37,0,0,0,0,0,0,9.6,39.8,0.3,0.9,6.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTCASSEL","QB",NA,2015,26,136,7.368,28.4,17.2,11.2,203,1.2,1.6,2,10,0,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEREMYKERLEY","WR","espn",2015,58,145,7.35,0,0,0,0,0,0,0,0,0,2.8,33.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACOBTAMME","TE",NA,2015,17,137,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,34.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESSTARKS","RB",NA,2015,42,138,7.22,NA,NA,NA,NA,NA,NA,7.8,37.5,0.1,1.5,8.7,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BILALPOWELL","RB",NA,2015,43,139,7.11,NA,NA,NA,NA,NA,NA,5.7,22,0.1,2.3,15.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONTRELLEINMAN","WR",NA,2015,54,140,7.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,34.7,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAREDCOOK","TE","espn",2015,23,146,7.04,0,0,0,0,0,0,0,0,0,2.7,31.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCELREECE","RB",NA,2015,44,141,7.02,NA,NA,NA,NA,NA,NA,1.1,5.1,0,2.8,25.1,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYLERUDOLPH","TE",NA,2015,18,142,6.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,22.8,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DESEANJACKSON","WR",NA,2015,55,143,6.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,33.4,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TORREYSMITH","WR","espn",2015,59,147,6.94,0,0,0,0,0,0,0,0,0,2.2,35.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENNYBRITT","WR",NA,2015,56,144,6.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,32.3,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACHERTZ","TE",NA,2015,19,145,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,34,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTJONES","RB",NA,2015,45,146,6.86,NA,NA,NA,NA,NA,NA,8.9,36.7,0.3,0.9,7.9,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROYHELU","RB",NA,2015,46,147,6.86,NA,NA,NA,NA,NA,NA,3.9,16.3,0.1,2.3,18.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARRIUSHEYWARDBEY","WR",NA,2015,57,148,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,26.5,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONTEEADYE","WR","espn",2015,60,148,6.84,0,0,0,0,0,0,0,0,0,2.4,32.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWAYNEHARRIS","WR","espn",2015,61,149,6.84,0,0,0,0,0,0,0,0,0,2.6,30.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESSTARKS","RB","espn",2015,40,150,6.81,0,0,0,0,0,0,7.4,31,0.1,1.4,11.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENNYSTILLS","WR","espn",2015,62,151,6.8,0,0,0,0,0,0,0,0,0,2.3,33,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIERRETHOMAS","RB","espn",2015,41,152,6.8,0,0,0,0,0,0,5.8,23.5,0.2,1.8,14.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMISONCROWDER","WR",NA,2015,58,149,6.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,32.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOHAMEDSANU","WR",NA,2015,59,150,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,35.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAREDCOOK","TE",NA,2015,20,151,6.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,33.4,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NELSONAGHOLOR","WR",NA,2015,60,152,6.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,32.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOHAMEDSANU","WR","espn",2015,63,153,6.58,0,0,0,0,0,0,0.3,2.2,0,2,25.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BISHOPSANKEY","RB",NA,2015,47,153,6.56,NA,NA,NA,NA,NA,NA,6.9,34.6,0.1,1.1,10,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWAYNEHARRIS","WR",NA,2015,61,154,6.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,26.2,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISTINEMICHAEL","RB",NA,2015,48,155,6.4,NA,NA,NA,NA,NA,NA,9.2,34.5,0.2,1.1,7.5,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KARLOSWILLIAMS","RB","espn",2015,42,154,6.38,0,0,0,0,0,0,7.5,31.5,0.3,0.8,6.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISHOGAN","WR","espn",2015,64,155,6.34,0,0,0,0,0,0,0,0,0,2.2,29.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERRICHOCOTCHERY","WR",NA,2015,62,156,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,29.3,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHHILL","TE",NA,2015,21,157,6.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,25.8,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYMONTGOMERY","WR",NA,2015,63,158,6.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,24.4,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDANTODMAN","RB",NA,2015,49,159,6.23,NA,NA,NA,NA,NA,NA,7.2,26.5,0.2,1.1,7.8,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARRYDOUGLAS","WR",NA,2015,64,160,6.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,30.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COREYBROWN","WR","espn",2015,65,156,6.06,0,0,0,0,0,0,0.6,3.9,0,1.9,25.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCELREECE","RB","espn",2015,43,157,6.06,0,0,0,0,0,0,0.2,0.7,0,2.4,23.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENNYBRITT","WR","espn",2015,66,158,6.03,0,0,0,0,0,0,0,0,0,2.2,32.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONALDBROWN","RB",NA,2015,50,161,6.02,NA,NA,NA,NA,NA,NA,3,13,0.2,1.7,13.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONCOLEMAN","WR",NA,2015,65,162,5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,26.9,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYLERUDOLPH","TE","espn",2015,24,159,5.99,0,0,0,0,0,0,0,0,0,2.6,27.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONTEEADYE","WR",NA,2015,66,163,5.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,27.8,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREWHAWKINS","WR",NA,2015,67,164,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,28.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RICHARDRODGERS","TE",NA,2015,22,165,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,21.5,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LADARIUSGREEN","TE","espn",2015,25,160,5.86,0,0,0,0,0,0,0,0,0,2.1,25.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKUSWHEATON","WR",NA,2015,68,166,5.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,31.4,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JARIUSWRIGHT","WR",NA,2015,69,167,5.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,30.8,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANTONESMITH","RB",NA,2015,51,168,5.75,NA,NA,NA,NA,NA,NA,4.7,22.1,0.1,1.4,10.4,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
