"name","pos","sourceName","season","positionRank","overallRank","points","passAtt","passComp","passIncomp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","fumbles","dstYdsAllowed","dstSack","dstSafety","dstInt","dstFumlRec","dstFumlForce","dstTd","fg","fgAtt","xp"
"BRANDONMYERS","TE",NA,2015,48,249,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,11.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEREKCARRIER","TE",NA,2015,49,250,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,11.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONCOLEMAN","WR","espn",2015,90,224,2.23,0,0,0,0,0,0,0,0,0,0.7,9.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VERNONDAVIS","TE",NA,2015,50,251,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,9.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADAMHUMPHRIES","WR","espn",2015,91,225,2.21,0,0,0,0,0,0,0,0,0,0.7,9.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROYHELU","RB","espn",2015,65,226,2.18,0,0,0,0,0,0,1.9,7.3,0,0.8,6.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREHOLMES","WR","espn",2015,92,227,2.17,0,0,0,0,0,0,0,0,0,0.7,8.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARRELYOUNG","RB",NA,2015,76,252,2.17,NA,NA,NA,NA,NA,NA,0.7,1.7,0.1,0.4,4,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STEVANRIDLEY","RB","espn",2015,66,228,2.17,0,0,0,0,0,0,3.4,13.7,0.1,0.1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FOZZYWHITTAKER","RB","espn",2015,67,229,2.14,0,0,0,0,0,0,0.6,2.3,0,1.1,8.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOMMYBOHANON","RB",NA,2015,77,253,2.14,NA,NA,NA,NA,NA,NA,0.9,2.4,0,0.9,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JARRYDHAYNE","RB",NA,2015,78,254,2.1,NA,NA,NA,NA,NA,NA,2.2,9.6,0.1,0.4,3.4,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEFFCUMBERLAND","TE","espn",2015,45,230,2.09,0,0,0,0,0,0,0,0,0,0.7,7.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JERICKMCKINNON","RB",NA,2015,79,255,1.97,NA,NA,NA,NA,NA,NA,1.5,6.3,0.1,0.5,3.4,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONMYERS","TE","espn",2015,46,231,1.94,0,0,0,0,0,0,0,0,0,0.6,7.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUSTINJOHNSON","RB","espn",2015,68,232,1.87,0,0,0,0,0,0,1.1,3.3,0.1,0.5,4.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PATRICKDIMARCO","RB",NA,2015,80,256,1.86,NA,NA,NA,NA,NA,NA,0,0,0,1,8.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALSTONFOWLER","RB",NA,2015,81,257,1.8,NA,NA,NA,NA,NA,NA,1.2,4.5,0.1,0.3,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHHUFF","WR","espn",2015,93,233,1.74,0,0,0,0,0,0,0,0,0,0.8,9.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRUCEMILLER","RB","espn",2015,69,234,1.72,0,0,0,0,0,0,0,0,0,0.9,8.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERRONWARD","RB","espn",2015,70,235,1.67,0,0,0,0,0,0,0.1,0.6,0,0.9,7.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYLERCLUTTS","RB",NA,2015,82,258,1.62,NA,NA,NA,NA,NA,NA,0.3,1.3,0,0.7,2.9,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NICKWILLIAMS","WR","espn",2015,94,236,1.6,0,0,0,0,0,0,0,0,0,0.7,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINPERILLO","TE","espn",2015,47,237,1.51,0,0,0,0,0,0,0,0,0,0.4,5.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRENTCELEK","TE","espn",2015,48,238,1.5,0,0,0,0,0,0,0,0,0,0.7,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MALCOLMJOHNSON","TE","espn",2015,49,239,1.46,0,0,0,0,0,0,0,0,0,0.8,6.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MILESAUSTIN","WR","espn",2015,95,240,1.45,0,0,0,0,0,0,0,0,0,0.6,8.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DONALDBROWN","RB","espn",2015,71,241,1.36,0,0,0,0,0,0,0.8,3,0,0.6,4.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHUABELLAMY","WR","espn",2015,96,242,1.33,0,0,0,0,0,0,0,0,0,0.6,7.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCUSEASLEY","WR",NA,2015,101,259,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,6.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAMIENWILLIAMS","RB","espn",2015,72,243,1.27,0,0,0,0,0,0,1.1,4,0,0.5,3.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GAVINESCOBAR","TE","espn",2015,50,244,1.25,0,0,0,0,0,0,0,0,0,0.6,6.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOHNKUHN","RB","espn",2015,73,245,1.22,0,0,0,0,0,0,0.5,1.5,0,0.6,4.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUINTONPATTON","WR","espn",2015,97,246,1.2,0,0,0,0,0,0,0,0,0,0.5,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACOBYJONES","WR","espn",2015,98,247,1.18,0,0,0,0,0,0,0,0,0,0.5,6.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BENNIEFOWLER","WR","espn",2015,99,248,1.16,0,0,0,0,0,0,0,0,0,0.5,6.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEROMEFELTON","RB",NA,2015,83,260,1.12,NA,NA,NA,NA,NA,NA,0.7,2.7,0,0.5,3.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RHETTELLISON","TE","espn",2015,51,249,1.12,0,0,0,0,0,0,0,0,0,0.6,5.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYCOLEPRUITT","TE","espn",2015,52,250,0.87,0,0,0,0,0,0,0,0,0,0.4,4.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESWHITE","RB","espn",2015,74,251,0.86,0,0,0,0,0,0,0.8,3.3,0,0.3,2.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESHANNA","TE","espn",2015,53,252,0.84,0,0,0,0,0,0,0,0,0,0.4,4.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DRIARCHER","RB","espn",2015,75,253,0.83,0,0,0,0,0,0,0.8,2.9,0,0.3,2.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISGRAGG","TE","espn",2015,54,254,0.82,0,0,0,0,0,0,0,0,0,0.4,4.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RODSMITH","RB","espn",2015,76,255,0.77,0,0,0,0,0,0,1.1,4,0,0.2,1.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCUSEASLEY","WR","espn",2015,100,256,0.75,0,0,0,0,0,0,0,0,0,0.3,4.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUCKYWHITEHEAD","WR","espn",2015,101,257,0.74,0,0,0,0,0,0,1.1,7.4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCUSMURPHY","RB","espn",2015,77,258,0.74,0,0,0,0,0,0,0.5,2.2,0,0.3,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANHEWITT","TE","espn",2015,55,259,0.73,0,0,0,0,0,0,0,0,0,0.4,3.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMIZEOLAWALE","RB","espn",2015,78,260,0.62,0,0,0,0,0,0,1.7,6.2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PATRICKDIMARCO","RB","espn",2015,79,261,0.59,0,0,0,0,0,0,0.1,0.5,0,0.3,2.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEFFJANIS","WR","espn",2015,102,262,0.54,0,0,0,0,0,0,0,0,0,0.2,3.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CODYLATIMER","WR","espn",2015,103,263,0.53,0,0,0,0,0,0,0,0,0,0.2,3.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REXBURKHEAD","RB","espn",2015,80,264,0.53,0,0,0,0,0,0,0.3,1.6,0,0.2,1.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AARONDOBSON","WR","espn",2015,104,265,0.52,0,0,0,0,0,0,0,0,0,0.2,3.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREROBERTS","WR","espn",2015,105,266,0.52,0,0,0,0,0,0,0,0,0,0.2,3.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVANTEPARKER","WR","espn",2015,106,267,0.5,0,0,0,0,0,0,0,0,0,0.2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MYLESWHITE","WR","espn",2015,107,268,0.49,0,0,0,0,0,0,0,0,0,0.2,2.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEREMYDAVIS","WR","espn",2015,108,269,0.48,0,0,0,0,0,0,0,0,0,0.2,2.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACKDOYLE","TE","espn",2015,56,270,0.48,0,0,0,0,0,0,0,0,0,0.2,2.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTSPAETH","TE","espn",2015,57,271,0.48,0,0,0,0,0,0,0,0,0,0.2,2.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELWILLIAMS","TE","espn",2015,58,272,0.47,0,0,0,0,0,0,0,0,0,0.2,2.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TONYMOEAKI","TE","espn",2015,59,273,0.47,0,0,0,0,0,0,0,0,0,0.2,2.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAYHARBOR","TE","espn",2015,60,274,0.46,0,0,0,0,0,0,0,0,0,0.2,2.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRAIGSTEVENS","TE","espn",2015,61,275,0.46,0,0,0,0,0,0,0,0,0,0.2,2.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEVINETOILOLO","TE","espn",2015,62,276,0.46,0,0,0,0,0,0,0,0,0,0.2,2.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBHOUSLER","TE","espn",2015,63,277,0.46,0,0,0,0,0,0,0,0,0,0.2,2.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOBBYRAINEY","RB","espn",2015,81,278,0.45,0,0,0,0,0,0,0.1,0.6,0,0.2,1.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRUCEELLINGTON","WR","espn",2015,109,279,0.44,0,0,0,0,0,0,0,0,0,0.2,2.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMERONMEREDITH","WR","espn",2015,110,280,0.44,0,0,0,0,0,0,0,0,0,0.2,2.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEVINSTREET","WR","espn",2015,111,281,0.44,0,0,0,0,0,0,0,0,0,0.2,2.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACHLINE","RB","espn",2015,82,282,0.42,0,0,0,0,0,0,0,0,0,0.2,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRENTONBERSIN","WR","espn",2015,112,283,0.41,0,0,0,0,0,0,0,0,0,0.2,2.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KELLENDAVIS","TE","espn",2015,64,284,0.39,0,0,0,0,0,0,0,0,0,0.2,1.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TYLERCLUTTS","RB","espn",2015,83,285,0.38,0,0,0,0,0,0,0,0,0,0.2,1.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DARRELYOUNG","RB","espn",2015,84,286,0.36,0,0,0,0,0,0,0.4,1.4,0,0.1,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORYHARKEY","TE","espn",2015,65,287,0.35,0,0,0,0,0,0,0,0,0,0.2,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMERONARTISPAYNE","RB","espn",2015,85,288,0.34,0,0,0,0,0,0,0.9,3.4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUWANTHOMPSON","RB","espn",2015,86,289,0.33,0,0,0,0,0,0,0.3,1.1,0,0.1,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLINKAEPERNICK","QB",NA,2015,27,261,0.318,0.7,0.4,0.3,4.7,0,0,0.2,1.3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORDARRELLEPATTERSON","WR","espn",2015,113,290,0.31,0,0,0,0,0,0,0.1,0.9,0,0.1,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOOBIEDIXON","RB","espn",2015,87,291,0.29,0,0,0,0,0,0,0.3,1.1,0,0.1,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DWAYNEBOWE","WR",NA,2015,102,262,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AARONDOBSON","WR",NA,2015,103,263,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBERTGRIFFIN","QB",NA,2015,28,264,0.266,0.6,0.4,0.2,4.4,0,0,0.2,0.9,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARKSANCHEZ","QB",NA,2015,29,265,0.26,0.8,0.5,0.3,5.5,0,0,0.1,0.4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RYANGRANT","WR","espn",2015,114,292,0.26,0,0,0,0,0,0,0,0,0,0.1,1.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRICEBUTLER","WR",NA,2015,104,266,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VIRGILGREEN","TE","espn",2015,66,293,0.25,0,0,0,0,0,0,0,0,0,0.1,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GREGLITTLE","WR",NA,2015,105,267,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KESHAWNMARTIN","WR",NA,2015,106,268,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EJMANUEL","QB",NA,2015,30,269,0.238,0.6,0.4,0.2,4.2,0,0,0.2,0.7,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMESWHITE","RB",NA,2015,84,270,0.23,NA,NA,NA,NA,NA,NA,0.2,0.6,0,0.1,0.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKEGLENNON","QB",NA,2015,31,271,0.222,0.6,0.4,0.2,4.8,0,0,0.1,0.3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADAMTHIELEN","WR","espn",2015,115,294,0.22,0,0,0,0,0,0,0,0,0,0.1,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONTATE","WR",NA,2015,107,272,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAYHARBOR","TE",NA,2015,51,273,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUKESTOCKER","TE","espn",2015,67,295,0.22,0,0,0,0,0,0,0,0,0,0.1,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADAMTHIELEN","WR",NA,2015,108,274,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISGRAGG","TE",NA,2015,52,275,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTHEWMULLIGAN","TE","espn",2015,68,296,0.21,0,0,0,0,0,0,0,0,0,0.1,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANDREROBERTS","WR",NA,2015,109,276,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHASEFORD","TE",NA,2015,53,277,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRISOWUSU","WR",NA,2015,110,278,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MICHAELHOOMANAWANUI","TE",NA,2015,54,279,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOMMYBOHANON","RB","espn",2015,88,297,0.2,0,0,0,0,0,0,0,0,0,0.1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CASEKEENUM","QB",NA,2015,32,280,0.198,0.5,0.3,0.2,3.7,0,0,0.1,0.5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORDARRELLEPATTERSON","WR",NA,2015,111,281,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRIFFWHALEN","WR",NA,2015,112,282,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUSTINHARDY","WR",NA,2015,113,283,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADAMHUMPHRIES","WR",NA,2015,114,284,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACHMILLER","TE",NA,2015,55,285,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTMCGLOIN","QB",NA,2015,33,286,0.174,0.6,0.4,0.2,4.1,0,0,0,0.1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHADHENNE","QB",NA,2015,34,287,0.172,0.6,0.4,0.2,3.8,0,0,0.1,0.2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEFFCUMBERLAND","TE",NA,2015,56,288,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOSHBELLAMY","WR",NA,2015,115,289,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARCMARIANI","WR",NA,2015,116,290,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NICKWILLIAMS","WR",NA,2015,117,291,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOBBYRAINEY","RB",NA,2015,85,292,0.16,NA,NA,NA,NA,NA,NA,0.3,1.3,0,0,0.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONWEEDEN","QB",NA,2015,35,293,0.16,0.4,0.3,0.1,3,0,0,0.1,0.4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DRIARCHER","RB",NA,2015,86,294,0.16,NA,NA,NA,NA,NA,NA,0.1,0.4,0,0.1,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GEREMYDAVIS","WR",NA,2015,118,295,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISAIAHPEAD","RB",NA,2015,87,296,0.16,NA,NA,NA,NA,NA,NA,0.1,0.3,0,0.1,0.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KELLENCLEMENS","QB",NA,2015,36,297,0.156,0.4,0.3,0.1,3.4,0,0,0.1,0.2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUKESTOCKER","TE",NA,2015,57,298,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIKEJAMES","RB",NA,2015,88,299,0.15,NA,NA,NA,NA,NA,NA,0.3,1.4,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JACKDOYLE","TE",NA,2015,58,300,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHAUNHILL","QB",NA,2015,37,301,0.136,0.5,0.3,0.2,3.4,0,0,0.1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTHASSELBECK","QB",NA,2015,38,302,0.116,0.5,0.3,0.2,2.9,0,0,0.1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZACHMETTENBERGER","QB",NA,2015,39,303,0.112,0.4,0.2,0.2,2.8,0,0,0.1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONBOLDEN","RB","espn",2015,89,298,0.11,0,0,0,0,0,0,0.3,1.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMERONARTISPAYNE","RB",NA,2015,89,304,0.11,NA,NA,NA,NA,NA,NA,0.2,0.9,0,0,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TERRONWARD","RB",NA,2015,90,305,0.11,NA,NA,NA,NA,NA,NA,0.2,0.7,0,0,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEROMEFELTON","RB","espn",2015,90,299,0.1,0,0,0,0,0,0,0.3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JIMMYCLAUSEN","QB",NA,2015,40,306,0.1,0.4,0.2,0.2,2,0,0,0.1,0.2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCOTTTOLZIEN","QB",NA,2015,41,307,0.092,0.2,0.1,0.1,1.3,0,0,0,0.4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRANDONBOLDEN","RB",NA,2015,91,308,0.09,NA,NA,NA,NA,NA,NA,0.2,0.6,0,0,0.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEREKANDERSON","QB",NA,2015,42,309,0.08,0.2,0.1,0.1,1.5,0,0,0.1,0.2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JALSTONFOWLER","RB","espn",2015,91,300,0.07,0,0,0,0,0,0,0.2,0.7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUWANTHOMPSON","RB",NA,2015,92,310,0.07,NA,NA,NA,NA,NA,NA,0.1,0.6,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KENJONBARNER","RB",NA,2015,93,311,0.07,NA,NA,NA,NA,NA,NA,0.1,0.5,0,0,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZURLONTIPTON","RB","espn",2015,92,301,0.07,0,0,0,0,0,0,0.2,0.7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUKEMCCOWN","QB",NA,2015,43,312,0.068,0.2,0.1,0.1,1.7,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATTHASSELBECK","QB","espn",2015,27,302,0.064,0.2,0.1,0.1,1.6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUSTINDAVIS","QB","espn",2015,28,303,0.06,0.2,0.1,0.1,1.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BERNARDPIERCE","RB",NA,2015,94,313,0.06,NA,NA,NA,NA,NA,NA,0.2,0.5,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMERONBRATE","TE",NA,2015,59,314,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRAIGSTEVENS","TE",NA,2015,60,315,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
