"name","pos","team","sourceName","player","playerID","season","positionRank","overallRank","points","pointsLo","pointsHi","passAtt","passComp","passIncomp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","fumbles","dstYdsAllowed","dstSack","dstSafety","dstInt","dstFumlRec","dstFumlForce","dstTd","fg","fgAtt","xp"
"CJUZOMAH","TE","CIN","averageRobust","C.J. Uzomah",149,2015,91,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CJUZOMAH","TE","CIN","averageWeighted","C.J. Uzomah",149,2015,91,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CJUZOMAH","TE","CIN","cbs","C.J. Uzomah",149,2015,73,348,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CJUZOMAH","TE","CIN","espn","C.J. Uzomah",149,2015,83,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAYHARBOR","TE","JAC","average","Clay Harbor",150,2015,64,296,0.345,0.23,0.46,0,0,0,0,0,0,0,0,0,0.15,1.95,0,0,0,0,0,0,0,0,0,0,0,0
"CLAYHARBOR","TE","JAC","averageRobust","Clay Harbor",150,2015,64,296,0.345,0.23,0.46,0,0,0,0,0,0,0,0,0,0.15,1.95,0,0,0,0,0,0,0,0,0,0,0,0
"CLAYHARBOR","TE","JAC","averageWeighted","Clay Harbor",150,2015,64,296,0.345,0.23,0.46,0,0,0,0,0,0,0,0,0,0.15,1.95,0,0,0,0,0,0,0,0,0,0,0,0
"CLAYHARBOR","TE","JAC","cbs","Clay Harbor",150,2015,49,265,0.23,0.23,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLAYHARBOR","TE","JAC","espn","Clay Harbor",150,2015,60,274,0.46,0.23,0.46,0,0,0,0,0,0,0,0,0,0.2,2.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLEOLEMON","QB","FA","average","Cleo Lemon",151,2015,72,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLEOLEMON","QB","FA","averageRobust","Cleo Lemon",151,2015,72,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLEOLEMON","QB","FA","averageWeighted","Cleo Lemon",151,2015,72,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLEOLEMON","QB","FA","espn","Cleo Lemon",151,2015,70,398,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLEVELANDBROWNS","DST","CLE","average","Cleveland Browns",152,2015,8,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,1.2,0,1.2,0.8,1.2,0.2,0,0,0
"CLEVELANDBROWNS","DST","CLE","averageRobust","Cleveland Browns",152,2015,8,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,1.2,0,1.2,0.8,1.2,0.2,0,0,0
"CLEVELANDBROWNS","DST","CLE","averageWeighted","Cleveland Browns",152,2015,8,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,1.2,0,1.2,0.8,1.2,0.2,0,0,0
"CLEVELANDBROWNS","DST","CLE","cbs","Cleveland Browns",152,2015,6,417,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,1.2,0,1.2,0.8,1.2,0.2,NA,NA,NA
"CLEVELANDBROWNS","DST","CLE","espn","Cleveland Browns",152,2015,8,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,403,1.2,0,1.2,0.8,1.2,0.2,NA,NA,NA
"CLINTSTITSER","K","FA","average","Clint Stitser",153,2015,21,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLINTSTITSER","K","FA","averageRobust","Clint Stitser",153,2015,21,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLINTSTITSER","K","FA","averageWeighted","Clint Stitser",153,2015,21,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLINTSTITSER","K","FA","espn","Clint Stitser",153,2015,21,400,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLIVEWALFORD","TE","OAK","average","Clive Walford",154,2015,45,230,2.87,2.32,3.42,0,0,0,0,0,0,0,0,0,1.1,11.7,0.1,0,0,0,0,0,0,0,0,0,0,0
"CLIVEWALFORD","TE","OAK","averageRobust","Clive Walford",154,2015,45,230,2.87,2.32,3.42,0,0,0,0,0,0,0,0,0,1.1,11.7,0.1,0,0,0,0,0,0,0,0,0,0,0
"CLIVEWALFORD","TE","OAK","averageWeighted","Clive Walford",154,2015,45,230,2.87,2.32,3.42,0,0,0,0,0,0,0,0,0,1.1,11.7,0.1,0,0,0,0,0,0,0,0,0,0,0
"CLIVEWALFORD","TE","OAK","cbs","Clive Walford",154,2015,47,244,2.32,2.32,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,8.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLIVEWALFORD","TE","OAK","espn","Clive Walford",154,2015,37,199,3.42,2.32,3.42,0,0,0,0,0,0,0,0,0,1.3,15.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COBYFLEENER","TE","IND","average","Coby Fleener",155,2015,18,123,8.57,8.09,9.05,0,0,0,0,0,0,0,0,0,3.4,36.7,0.25,0,0,0,0,0,0,0,0,0,0,0
"COBYFLEENER","TE","IND","averageRobust","Coby Fleener",155,2015,18,123,8.57,8.09,9.05,0,0,0,0,0,0,0,0,0,3.4,36.7,0.25,0,0,0,0,0,0,0,0,0,0,0
"COBYFLEENER","TE","IND","averageWeighted","Coby Fleener",155,2015,18,123,8.57,8.09,9.05,0,0,0,0,0,0,0,0,0,3.4,36.7,0.25,0,0,0,0,0,0,0,0,0,0,0
"COBYFLEENER","TE","IND","cbs","Coby Fleener",155,2015,14,119,8.09,8.09,9.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,33.9,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COBYFLEENER","TE","IND","espn","Coby Fleener",155,2015,21,126,9.05,8.09,9.05,0,0,0,0,0,0,0,0,0,3.3,39.5,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CODYLATIMER","WR","DEN","average","Cody Latimer",156,2015,117,303,0.28,0.03,0.53,0,0,0,0,0,0,0,0,0,0.1,1.8,0,0,0,0,0,0,0,0,0,0,0,0
"CODYLATIMER","WR","DEN","averageRobust","Cody Latimer",156,2015,117,303,0.28,0.03,0.53,0,0,0,0,0,0,0,0,0,0.1,1.8,0,0,0,0,0,0,0,0,0,0,0,0
"CODYLATIMER","WR","DEN","averageWeighted","Cody Latimer",156,2015,117,303,0.28,0.03,0.53,0,0,0,0,0,0,0,0,0,0.1,1.8,0,0,0,0,0,0,0,0,0,0,0,0
"CODYLATIMER","WR","DEN","cbs","Cody Latimer",156,2015,115,319,0.03,0.03,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CODYLATIMER","WR","DEN","espn","Cody Latimer",156,2015,103,263,0.53,0.03,0.53,0,0,0,0,0,0,0,0,0,0.2,3.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CODYPARKEY","K","PHI","average","Cody Parkey",157,2015,22,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CODYPARKEY","K","PHI","averageRobust","Cody Parkey",157,2015,22,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CODYPARKEY","K","PHI","averageWeighted","Cody Parkey",157,2015,22,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CODYPARKEY","K","PHI","espn","Cody Parkey",157,2015,22,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLEBEASLEY","WR","DAL","average","Cole Beasley",158,2015,79,190,4.48,3.39,5.57,0,0,0,0,0,0,0,0,0,2,20.8,0.1,0.2,0,0,0,0,0,0,0,0,0,0
"COLEBEASLEY","WR","DAL","averageRobust","Cole Beasley",158,2015,79,190,4.48,3.39,5.57,0,0,0,0,0,0,0,0,0,2,20.8,0.1,0.2,0,0,0,0,0,0,0,0,0,0
"COLEBEASLEY","WR","DAL","averageWeighted","Cole Beasley",158,2015,79,190,4.48,3.39,5.57,0,0,0,0,0,0,0,0,0,2,20.8,0.1,0.2,0,0,0,0,0,0,0,0,0,0
"COLEBEASLEY","WR","DAL","cbs","Cole Beasley",158,2015,71,174,5.57,3.39,5.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,26.7,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLEBEASLEY","WR","DAL","espn","Cole Beasley",158,2015,83,201,3.39,3.39,5.57,0,0,0,0,0,0,0,0,0,1.5,14.9,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLINKAEPERNICK","QB","SF","average","Colin Kaepernick",159,2015,28,317,0.186,0.054,0.318,0.45,0.25,0.2,2.9,0,0,0.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COLINKAEPERNICK","QB","SF","averageRobust","Colin Kaepernick",159,2015,28,317,0.186,0.054,0.318,0.45,0.25,0.2,2.9,0,0,0.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COLINKAEPERNICK","QB","SF","averageWeighted","Colin Kaepernick",159,2015,28,317,0.186,0.054,0.318,0.45,0.25,0.2,2.9,0,0,0.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COLINKAEPERNICK","QB","SF","cbs","Colin Kaepernick",159,2015,27,254,0.318,0.054,0.318,0.7,0.4,0.3,4.7,0,0,0.2,1.3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLINKAEPERNICK","QB","SF","espn","Colin Kaepernick",159,2015,33,308,0.054,0.054,0.318,0.2,0.1,0.1,1.1,0,0,0,0.1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLLINMOONEY","RB","ATL","average","Collin Mooney",160,2015,117,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COLLINMOONEY","RB","ATL","averageRobust","Collin Mooney",160,2015,117,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COLLINMOONEY","RB","ATL","averageWeighted","Collin Mooney",160,2015,117,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COLLINMOONEY","RB","ATL","espn","Collin Mooney",160,2015,103,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLTMCCOY","QB","WAS","average","Colt McCoy",161,2015,53,358,0.026,0.026,0.026,0.1,0.05,0.05,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COLTMCCOY","QB","WAS","averageRobust","Colt McCoy",161,2015,53,358,0.026,0.026,0.026,0.1,0.05,0.05,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COLTMCCOY","QB","WAS","averageWeighted","Colt McCoy",161,2015,53,358,0.026,0.026,0.026,0.1,0.05,0.05,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COLTMCCOY","QB","WAS","cbs","Colt McCoy",161,2015,56,349,0,0.026,0.026,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COLTMCCOY","QB","WAS","espn","Colt McCoy",161,2015,34,309,0.052,0.026,0.026,0.2,0.1,0.1,1.3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CONNORBARTH","K","TB","average","Connor Barth",162,2015,23,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,2.1
"CONNORBARTH","K","TB","averageRobust","Connor Barth",162,2015,23,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,2.1
"CONNORBARTH","K","TB","averageWeighted","Connor Barth",162,2015,23,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,2.1
"CONNORBARTH","K","TB","cbs","Connor Barth",162,2015,8,418,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,2.1
"CONNORBARTH","K","TB","espn","Connor Barth",162,2015,23,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,2.1
"CONNORHUGHES","K","FA","average","Connor Hughes",163,2015,24,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONNORHUGHES","K","FA","averageRobust","Connor Hughes",163,2015,24,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONNORHUGHES","K","FA","averageWeighted","Connor Hughes",163,2015,24,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONNORHUGHES","K","FA","espn","Connor Hughes",163,2015,24,404,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CONNORSHAW","QB","CLE","average","Connor Shaw",164,2015,73,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONNORSHAW","QB","CLE","averageRobust","Connor Shaw",164,2015,73,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONNORSHAW","QB","CLE","averageWeighted","Connor Shaw",164,2015,73,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONNORSHAW","QB","CLE","espn","Connor Shaw",164,2015,71,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COOPERHELFET","TE","SEA","average","Cooper Helfet",165,2015,92,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COOPERHELFET","TE","SEA","averageRobust","Cooper Helfet",165,2015,92,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COOPERHELFET","TE","SEA","averageWeighted","Cooper Helfet",165,2015,92,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COOPERHELFET","TE","SEA","espn","Cooper Helfet",165,2015,84,406,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORDARRELLEPATTERSON","WR","MIN","average","Cordarrelle Patterson",166,2015,116,300,0.295,0.19,0.31,0,0,0,0,0,0,0.1,0.9,0,0.1,1.05,0,0,0,0,0,0,0,0,0,0,0,0
"CORDARRELLEPATTERSON","WR","MIN","averageRobust","Cordarrelle Patterson",166,2015,116,300,0.295,0.19,0.31,0,0,0,0,0,0,0.1,0.9,0,0.1,1.05,0,0,0,0,0,0,0,0,0,0,0,0
"CORDARRELLEPATTERSON","WR","MIN","averageWeighted","Cordarrelle Patterson",166,2015,116,300,0.295,0.19,0.31,0,0,0,0,0,0,0.1,0.9,0,0.1,1.05,0,0,0,0,0,0,0,0,0,0,0,0
"CORDARRELLEPATTERSON","WR","MIN","cbs","Cordarrelle Patterson",166,2015,108,278,0.19,0.19,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORDARRELLEPATTERSON","WR","MIN","espn","Cordarrelle Patterson",166,2015,113,289,0.31,0.19,0.31,0,0,0,0,0,0,0.1,0.9,0,0.1,1.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COREYBROWN","WR","CAR","average","Corey Brown",167,2015,70,164,5.955,5.46,6.06,0,0,0,0,0,0,0.6,3.9,0,1.85,25.15,0.2,0,0,0,0,0,0,0,0,0,0,0
"COREYBROWN","WR","CAR","averageRobust","Corey Brown",167,2015,70,164,5.955,5.46,6.06,0,0,0,0,0,0,0.6,3.9,0,1.85,25.15,0.2,0,0,0,0,0,0,0,0,0,0,0
"COREYBROWN","WR","CAR","averageWeighted","Corey Brown",167,2015,70,164,5.955,5.46,6.06,0,0,0,0,0,0,0.6,3.9,0,1.85,25.15,0.2,0,0,0,0,0,0,0,0,0,0,0
"COREYBROWN","WR","CAR","cbs","Corey Brown",167,2015,74,177,5.46,5.46,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,24.6,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COREYBROWN","WR","CAR","espn","Corey Brown",167,2015,65,156,6.06,5.46,6.06,0,0,0,0,0,0,0.6,3.9,0,1.9,25.7,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORYHARKEY","TE","STL","average","Cory Harkey",168,2015,69,318,0.185,0.02,0.35,0,0,0,0,0,0,0,0,0,0.1,0.85,0,0,0,0,0,0,0,0,0,0,0,0
"CORYHARKEY","TE","STL","averageRobust","Cory Harkey",168,2015,69,318,0.185,0.02,0.35,0,0,0,0,0,0,0,0,0,0.1,0.85,0,0,0,0,0,0,0,0,0,0,0,0
"CORYHARKEY","TE","STL","averageWeighted","Cory Harkey",168,2015,69,318,0.185,0.02,0.35,0,0,0,0,0,0,0,0,0,0.1,0.85,0,0,0,0,0,0,0,0,0,0,0,0
"CORYHARKEY","TE","STL","cbs","Cory Harkey",168,2015,67,325,0.02,0.02,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CORYHARKEY","TE","STL","espn","Cory Harkey",168,2015,65,286,0.35,0.02,0.35,0,0,0,0,0,0,0,0,0,0.2,1.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRAIGSTEVENS","TE","TEN","average","Craig Stevens",169,2015,66,304,0.26,0.06,0.46,0,0,0,0,0,0,0,0,0,0.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0
"CRAIGSTEVENS","TE","TEN","averageRobust","Craig Stevens",169,2015,66,304,0.26,0.06,0.46,0,0,0,0,0,0,0,0,0,0.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0
"CRAIGSTEVENS","TE","TEN","averageWeighted","Craig Stevens",169,2015,66,304,0.26,0.06,0.46,0,0,0,0,0,0,0,0,0,0.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0
"CRAIGSTEVENS","TE","TEN","cbs","Craig Stevens",169,2015,58,308,0.06,0.06,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CRAIGSTEVENS","TE","TEN","espn","Craig Stevens",169,2015,61,275,0.46,0.06,0.46,0,0,0,0,0,0,0,0,0,0.2,2.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROCKETTGILLMORE","TE","BAL","average","Crockett Gillmore",170,2015,93,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROCKETTGILLMORE","TE","BAL","averageRobust","Crockett Gillmore",170,2015,93,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROCKETTGILLMORE","TE","BAL","averageWeighted","Crockett Gillmore",170,2015,93,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CROCKETTGILLMORE","TE","BAL","espn","Crockett Gillmore",170,2015,85,407,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DALLASCOWBOYS","DST","DAL","average","Dallas Cowboys",171,2015,9,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,2.2,0,1.2,1.3,1.8,0.2,0,0,0
"DALLASCOWBOYS","DST","DAL","averageRobust","Dallas Cowboys",171,2015,9,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,2.2,0,1.2,1.3,1.8,0.2,0,0,0
"DALLASCOWBOYS","DST","DAL","averageWeighted","Dallas Cowboys",171,2015,9,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,2.2,0,1.2,1.3,1.8,0.2,0,0,0
"DALLASCOWBOYS","DST","DAL","cbs","Dallas Cowboys",171,2015,7,419,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,2.2,0,1.2,1.3,1.8,0.2,NA,NA,NA
"DALLASCOWBOYS","DST","DAL","espn","Dallas Cowboys",171,2015,9,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,419,2.2,0,1.2,1.3,1.8,0.2,NA,NA,NA
"DAMIENWILLIAMS","RB","MIA","average","Damien Williams",172,2015,68,234,2.73,1.07,4.39,0,0,0,0,0,0,2.2,9,0.05,0.9,5.3,0.05,0.2,0,0,0,0,0,0,0,0,0,0
"DAMIENWILLIAMS","RB","MIA","averageRobust","Damien Williams",172,2015,68,234,2.73,1.07,4.39,0,0,0,0,0,0,2.2,9,0.05,0.9,5.3,0.05,0.2,0,0,0,0,0,0,0,0,0,0
"DAMIENWILLIAMS","RB","MIA","averageWeighted","Damien Williams",172,2015,68,234,2.73,1.07,4.39,0,0,0,0,0,0,2.2,9,0.05,0.9,5.3,0.05,0.2,0,0,0,0,0,0,0,0,0,0
"DAMIENWILLIAMS","RB","MIA","cbs","Damien Williams",172,2015,58,200,4.39,1.07,4.39,NA,NA,NA,NA,NA,NA,3.3,14,0.1,1.3,6.9,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAMIENWILLIAMS","RB","MIA","espn","Damien Williams",172,2015,73,248,1.07,1.07,4.39,0,0,0,0,0,0,1.1,4,0,0.5,3.7,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANBAILEY","K","DAL","average","Dan Bailey",173,2015,25,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.6,1.8
"DANBAILEY","K","DAL","averageRobust","Dan Bailey",173,2015,25,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.6,1.8
"DANBAILEY","K","DAL","averageWeighted","Dan Bailey",173,2015,25,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.6,1.8
"DANBAILEY","K","DAL","cbs","Dan Bailey",173,2015,9,420,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.6,1.8
"DANBAILEY","K","DAL","espn","Dan Bailey",173,2015,25,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.6,1.8
"DANCARPENTER","K","BUF","average","Dan Carpenter",174,2015,26,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.5,2.4
"DANCARPENTER","K","BUF","averageRobust","Dan Carpenter",174,2015,26,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.5,2.4
"DANCARPENTER","K","BUF","averageWeighted","Dan Carpenter",174,2015,26,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.5,2.4
"DANCARPENTER","K","BUF","cbs","Dan Carpenter",174,2015,10,421,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.5,2.4
"DANCARPENTER","K","BUF","espn","Dan Carpenter",174,2015,26,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.5,2.4
"DANHERRON","RB","BUF","average","Dan Herron",175,2015,118,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DANHERRON","RB","BUF","averageRobust","Dan Herron",175,2015,118,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DANHERRON","RB","BUF","averageWeighted","Dan Herron",175,2015,118,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DANHERRON","RB","BUF","cbs","Dan Herron",175,2015,104,350,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANIELFELLS","TE","NYG","average","Daniel Fells",176,2015,94,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DANIELFELLS","TE","NYG","averageRobust","Daniel Fells",176,2015,94,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DANIELFELLS","TE","NYG","averageWeighted","Daniel Fells",176,2015,94,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DANIELFELLS","TE","NYG","espn","Daniel Fells",176,2015,86,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DANIELHERRON","RB","BUF","average","Daniel Herron",177,2015,119,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DANIELHERRON","RB","BUF","averageRobust","Daniel Herron",177,2015,119,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DANIELHERRON","RB","BUF","averageWeighted","Daniel Herron",177,2015,119,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DANIELHERRON","RB","BUF","espn","Daniel Herron",177,2015,104,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
